FileName,gender,vowel,vocalEffort,f0,GIFmethod,OptimMethod,VTorder,VTzeros,GSorder,LipRad,HPflag,Niter_IOP_IAIF,a,b,timeLag,rmse,rmseMedian,rmseNormMedian,naqInf,naqMean,naqMedian,naqMedianSign,qoqInf,qoqMean,qoqMedian,qoqMedianSign,h1h2Mean,h1h2Median,h1h2MedianSign,hrfMean,hrfMedian,hrfMedianSign,hrfMeandB,hrfMediandB,hrfMedianSigndB,pspMean,pspMedian,pspMedianSign,spectralTiltInvFilter,spectralTiltGroundTruth,errorSpectralTiltMean,errorSpectralTiltMedian,errorSpectralTiltMedianSign,errorPeakSlopeMean,errorPeakSlopeMedian,errorPeakSlopeMedianSign,spectralDistMedian,spectralDistCompMedian
Female_AE_breathy_300Hz,Female,AE,breathy,300,IOP-IAIF,grid-search,7,0,3,0.99,0,5,0.310091753914168,0.444389168651049,-1,175.598103641391,178.403342415593,6.15818831564406,0,0.0368152427771267,0.0349927225015504,-0.0349927225015504,0,0,0,0,0.661513152787465,0.659179646379911,0.659179646379911,0.126419009139171,0.127087314476202,-0.127087314476202,1.1465730173605,1.15263429621417,-1.15263429621417,0.0137757509448909,0.00933738542008803,-0.00933738542008803,-12.3551061690134,-33.9235371301628,21.5293845814883,21.5684309611493,-21.5684309611493,0,0,0,7.91323369362294,6.03947442716523
Female_AE_breathy_320Hz,Female,AE,breathy,320,IOP-IAIF,grid-search,6,0,6,0.97,0,3,0.617542456471397,0.428870903364536,22,108.585616330253,91.9209063613983,24.6330976259396,0,0.641460024308359,0.641717829496873,0.641717829496873,0,0.167464114832536,0.181818181818182,0.181818181818182,2.50838068500874,2.51028559656051,2.51028559656051,0.240324306346018,0.240365681510958,-0.240365681510958,2.03240338114029,2.03275328759127,-2.03275328759127,0.847941056101931,0.851015827096901,-0.851015827096901,0.0635203269815055,-31.8634651879623,31.9301943290584,31.9269855149438,-31.9269855149438,0,0,0,8.03945267722849,8.20630542406101
Female_AE_breathy_340Hz,Female,AE,breathy,340,IOP-IAIF,grid-search,6,0,6,0.99,0,3,0.451985520361747,0.458670360284932,22,139.616994996571,124.6681908129,25.7627731952664,0,0.296087152137461,0.296928338424248,0.296928338424248,0,0.0999999999999999,0.0999999999999999,-0.0999999999999999,2.84676354181227,2.8116751601831,2.8116751601831,0.207657330738475,0.207098063902245,-0.207098063902245,1.75597934255828,1.75125010421208,-1.75125010421208,0.736220359694011,0.730079972532499,-0.730079972532499,-10.2476501702733,-32.2967201765442,22.0673718709264,22.0490700062709,-22.0490700062709,0,0,0,6.59393022695415,6.39433576449715
Female_AE_breathy_360Hz,Female,AE,breathy,360,IOP-IAIF,grid-search,7,0,6,0.99,0,6,0.735002771138205,0.441815292471642,21,106.692439922777,91.426093312761,33.0139524028052,0,0.856943412807138,0.862230415427556,0.862230415427556,0,0.745967741935484,0.75,0.75,3.16807352718154,3.17472851385197,3.17472851385197,0.227041926578007,0.226742116815847,-0.226742116815847,1.79086880645973,1.78915416234309,-1.78915416234309,2.91840027211548,2.99924217913906,-2.99924217913906,-0.751952506125481,-30.8642436147091,30.1165216599805,30.1122911085837,-30.1122911085837,0,0,0,4.10886377713383,6.56920246145569
Female_AE_breathy_80Hz,Female,AE,breathy,80,IOP-IAIF,grid-search,6,0,3,0.99,0,4,0.0482612087105704,0.427998043808906,-4,1278.8057556782,1290.62434576083,4.33509395658195,0,0.0873749355968985,0.0813937585294613,0.0813937585294613,0,0.12020905923345,0.121951219512195,-0.121951219512195,0.923342010252223,0.110426372524721,0.110426372524721,0.379743448055195,0.365046518293305,-0.365046518293305,9.35486800331583,10.2554242060186,-10.2554242060186,0.194254624000105,0.133435217019852,-0.133392842411917,-14.7016927071572,-37.4423049027738,21.5171909179226,22.7401184046815,-22.7401184046815,0,0,0,13.145866543854,10.9730676304666
Female_AE_creaky_100Hz,Female,AE,creaky,100,IOP-IAIF,grid-search,7,0,5,0.99,0,3,0.451164077691907,0.198637840188035,-2,117.052174981844,112.865591960456,10.9373935320161,0,0.208101701852769,0.203821793069521,0.203821793069521,0,0.00326797385620915,0,0,0.0782014231670571,0.0775774276496932,0.0775774276496932,0.159728593240233,0.159544445180544,-0.159544445180544,4.95059612289039,5.01962692027028,-5.01962692027028,0.649567482222491,0.595759757609272,-0.595759757609272,-4.60527721319597,-25.8377539534631,21.2763613729947,21.232598490079,-21.232598490079,0,0,0,6.54815275588348,6.55045544269533
Female_AE_creaky_120Hz,Female,AE,creaky,120,IOP-IAIF,grid-search,7,0,3,0.99,0,2,0.556199672755887,0.204633401465377,-2,90.0682935331264,84.9516036427659,13.9691204865378,0,0.151789755733226,0.153380312627422,0.153380312627422,0,0,0,0,0.0382045614245731,0.0371630903811209,0.0371236806292714,0.134832479142867,0.134655547129739,-0.134655547129739,3.52737974862603,3.57811264440899,-3.57811264440899,0.535838512757417,0.539119202560004,-0.539119202560004,-4.9228294740993,-24.4339916026678,19.5488097041594,19.5111621285685,-19.5111621285685,0,0,0,6.08604682211273,5.88716641002086
Female_AE_creaky_140Hz,Female,AE,creaky,140,IOP-IAIF,grid-search,7,0,6,0.99,0,4,0.668170697192339,0.204669419726928,-1,71.0708044205265,68.8998091362793,16.4056249307574,0,0.257778738802748,0.258165486768647,0.258165486768647,0,0.08,0.0833333333333334,0.0833333333333334,0.0429262910469237,0.0443341095127607,0.0443341095127607,0.125274418042209,0.124318822395018,-0.124318822395018,2.83302522254499,2.85810843676089,-2.85810843676089,1.06136820461185,0.792398272682867,-0.792398272682867,-2.79064089389354,-22.5917080707343,19.9690418179856,19.8010671768408,-19.8010671768408,0,0,0,5.82968929837919,5.77371028136544
Female_AE_creaky_160Hz,Female,AE,creaky,160,IOP-IAIF,grid-search,7,0,6,0.98,0,5,0.818607064312189,0.207449591188413,-2,71.2648980006035,60.7716359421343,23.33664784124,0,0.520325587995612,0.521310752065061,0.521310752065061,0,0.1,0.1,-0.1,0.0438409466492869,0.0441493528229202,-0.0441493528229202,0.138333361586136,0.138537409174762,-0.138537409174762,2.85236822067059,2.8565755850448,-2.8565755850448,5.66070732405705,5.70446934749594,-5.70446934749594,-0.447398843455219,-22.4000851628051,21.9293603953222,21.9526863193499,-21.9526863193499,0,0,0,5.71104454295283,5.17067400763766
Female_AE_creaky_180Hz,Female,AE,creaky,180,IOP-IAIF,grid-search,7,0,4,0.99,0,4,0.707593051940744,0.214664012238724,-1,78.1429255092728,68.3373735502842,19.0257475138808,0,0.428763915220866,0.429751735277155,0.429751735277155,0,0.111111111111111,0.111111111111111,-0.111111111111111,0.131836845580239,0.126664276810992,0.126664276810992,0.111622761857565,0.111811540201928,-0.111811540201928,2.05115478186063,2.05462373028395,-2.05462373028395,1.51759866092744,1.62885404497065,-1.62885404497065,-1.80469312570393,-21.1781296610399,19.3508947738601,19.3734365353359,-19.3734365353359,0,0,0,5.44402252318472,4.99457019030812
Female_AE_creaky_200Hz,Female,AE,creaky,200,IOP-IAIF,grid-search,7,0,6,0.99,0,5,0.798616548923053,0.21261875472341,-1,72.0486755143989,64.8215180666273,27.5163339862457,0,0.577974865340888,0.569735715015493,0.569735715015493,0,0,0,0,0.148697557221714,0.136640605995737,-0.136640605995737,0.131747013878031,0.130629626722934,-0.130629626722934,2.20378403900945,2.18509306526126,-2.18509306526126,1.72308324494597,1.08779454913817,-1.08779454913817,1.41211333808725,-20.9983692879817,22.5146032275727,22.410482626069,-22.410482626069,0,0,0,5.12956228186793,5.01908612571386
Female_AE_creaky_220Hz,Female,AE,creaky,220,IOP-IAIF,grid-search,8,0,3,0.99,0,2,0.571172301720678,0.211107259250149,-1,88.6774176899397,86.0852490660282,13.7378614700318,0,0.156799345813395,0.162513403023967,0.162513403023967,0,0.142857142857143,0.142857142857143,-0.142857142857143,0.0284055956775892,0.0293572964982474,-0.0293572964982474,0.0579284276372063,0.058771724148156,-0.058771724148156,0.881582154588903,0.894415838937048,-0.894415838937048,0.480434515759254,0.480370942752116,-0.480370942752116,-6.49696584997021,-19.5203349398046,12.9176122627274,13.0233690898344,-13.0233690898344,0,0,0,3.70013910676688,3.7713148170776
Female_AE_creaky_240Hz,Female,AE,creaky,240,IOP-IAIF,grid-search,7,0,5,0.99,0,6,0.827231118291532,0.223113844487352,-1,78.8227988427944,73.7690564508727,42.341464262009,0,0.693466301956772,0.694368192113095,0.694368192113095,0,0.166666666666667,0.166666666666667,-0.166666666666667,0.336861455270419,0.33681302576916,0.33681302576916,0.134077369798451,0.13431008930543,-0.13431008930543,1.93029780785001,1.93364824614426,-1.93364824614426,12.1279963016224,12.1387051953196,-12.1387051953196,3.95695617217504,-19.0614710790139,22.9950090374119,23.0184272511889,-23.0184272511889,0,0,0,5.00570467825974,4.59207662785222
