FileName,gender,vowel,vocalEffort,f0,GIFmethod,OptimMethod,VTorder,VTzeros,GSorder,LipRad,HPflag,a,b,timeLag,rmse,rmseMedian,rmseNormMedian,naqInf,naqMean,naqMedian,naqMedianSign,qoqInf,qoqMean,qoqMedian,qoqMedianSign,h1h2Mean,h1h2Median,h1h2MedianSign,hrfMean,hrfMedian,hrfMedianSign,hrfMeandB,hrfMediandB,hrfMedianSigndB,pspMean,pspMedian,pspMedianSign,spectralTiltInvFilter,spectralTiltGroundTruth,errorSpectralTiltMean,errorSpectralTiltMedian,errorSpectralTiltMedianSign,errorPeakSlopeMean,errorPeakSlopeMedian,errorPeakSlopeMedianSign,spectralDistMedian,spectralDistCompMedian
Male_O_creaky_220Hz,Male,O,creaky,220,Original-IAIF,grid-search,8,0,6,0.99,0,1.36123982689573,0.203416314970317,0,59.5806128278113,62.540245708095,24.8649029450445,0,0.0757094492393145,0.0758538155408626,-0.0758538155408626,0,0.142857142857143,0.142857142857143,-0.142857142857143,1.64482607033943,1.67062968278434,1.67062968278434,0.0241644649569489,0.0253722323204122,0.0253722323204122,0.36774623358761,0.38612660740325,0.38612660740325,1.36794454407489,1.36871064987884,-1.36871064987884,-15.8600823434272,-19.5203349398046,3.56576680888461,3.66025259637736,-3.66025259637736,0,0,0,2.30366252853289,2.17780185421696
Male_O_creaky_240Hz,Male,O,creaky,240,Original-IAIF,grid-search,13,0,6,0.97,0,1.39041849717435,0.206999671842492,-1,64.0223737698555,62.5768735309658,23.512928091573,0,0.147410622748328,0.146923164873906,0.146923164873906,0,0.496124031007752,0.5,-0.5,1.09147937486695,1.15526216965563,1.15526216965563,0.00257442526284662,0.00264298447000714,-0.00264298447000714,0.0370637300598652,0.0380507697630517,-0.0380507697630517,1.75939698267776,1.61063993873471,-1.61063993873471,-14.5641208211262,-19.0614710790139,4.48274740650764,4.49735025788769,-4.49735025788769,0,0,0,1.83183125750036,1.5971979843477
Male_O_creaky_260Hz,Male,O,creaky,260,Original-IAIF,grid-search,10,0,3,0.98,0,2.82361404442185,0.216508621690802,-1,81.5375700586481,80.2243743138461,29.6667698970919,0,0.15869872886198,0.156394102559179,0.156394102559179,0,0.61231884057971,0.666666666666667,-0.666666666666667,3.5800598785367,3.40143693777678,-3.40143693777678,0.0219509275271605,0.0227876883965556,-0.0227876883965556,0.278077166129956,0.288677360176512,-0.288677360176512,1.88450896321404,1.77062604340741,-1.77062604340741,-11.3701990269536,-19.4749503855325,8.09484707856177,8.10475135857886,-8.10475135857886,0,0,0,3.01234858151534,2.75380995017562
Male_O_creaky_280Hz,Male,O,creaky,280,Original-IAIF,grid-search,9,0,4,0.97,0,4.22537217900907,0.217922509543596,-1,88.7862553475325,87.9951681842475,39.966447892567,0,0.20666702919422,0.205644917513538,0.205644917513538,0,0.17687074829932,0.166666666666667,-0.166666666666667,12.4623904114721,12.0318258938821,-12.0318258938821,0.00519638858511056,0.00479461384851794,-0.00478476668004949,0.0618198812673391,0.0570400873574801,-0.0569229385385324,2.62466648352154,2.33901980806694,-2.33901980806694,-7.14720685485879,-17.8079326557266,10.5767678393964,10.6607258008678,-10.6607258008678,0,0,0,4.27836400509327,4.2084918045587
Male_O_creaky_300Hz,Male,O,creaky,300,Original-IAIF,grid-search,7,0,4,0.99,0,3.64300022256168,0.243085283771209,27,90.9904157830272,88.0391472939712,42.1182086358465,0,0.0693249485160387,0.0691192764377748,-0.0691192764377748,0,0.141509433962264,0.166666666666667,0.166666666666667,4.90142449954988,4.9161490051055,4.9161490051055,0.0675100654461396,0.0660374841312835,-0.0660374841312835,0.748704382741152,0.732373068631331,-0.732373068631331,11.2353035697975,11.0223605831961,-11.0223605831961,-6.88992489626468,-16.5333096436069,9.58844389904369,9.64338474734219,-9.64338474734219,0,0,0,3.93496833049697,3.96335882623454
Male_O_creaky_320Hz,Male,O,creaky,320,Original-IAIF,grid-search,8,0,3,0.99,0,1.31705113758988,0.242054234043222,25,102.222940765864,81.9380953533679,50.9854675514224,0,0.0705852893180864,0.0751773639268103,0.0750922922937897,0,0.186206896551724,0.2,0.2,13.9977621660135,16.1163016301227,-16.1163016301227,0.0705123622280564,0.0804429256551004,0.0804429256551004,0.718152894132253,0.819293497568992,0.819293497568992,3.2670622177098,3.24392468404782,-3.24392468404782,-12.7631058440599,-16.7738403664023,4.0458283080414,4.01073452234241,-4.01073452234241,0,0,0,3.86638875182734,3.80582840316442
Male_O_creaky_340Hz,Male,O,creaky,340,Original-IAIF,grid-search,9,0,5,0.99,0,0.811175780327177,0.526697658601221,24,190.143973080598,171.907983518461,53.4807200249141,0,0.107200860882533,0.108112787148681,0.108112787148681,0,0.0291666666666667,0,0,20.0296365465672,20.6611698858903,-20.6611698858903,0.105006004521998,0.107525517944942,0.107525517944942,1.06940390466593,1.09506317533925,1.09506317533925,3.0629245555983,2.88980779047096,-2.88980779047096,-13.4184876069687,-18.0370369300197,4.53245589510951,4.61854932305098,-4.61854932305098,0,0,0,2.61524195503549,3.29603813459293
Male_O_creaky_360Hz,Male,O,creaky,360,Original-IAIF,grid-search,8,0,4,0.99,0,0.737571853134953,0.573868037138556,23,218.355514258173,179.782155792203,48.1208065056206,0,0.0457178249198084,0.0339396050908935,0.0336987398532083,0,0.0161290322580645,0,0,20.6439831755067,20.7540133239037,-20.7540133239037,0.127731573606256,0.127990754005879,0.127990754005879,1.2032462601523,1.2016886907134,1.2016886907134,0.495934657319331,0.339029665186402,-0.339029447909996,-17.1188604433317,-15.8578481573164,1.37241454424103,1.2610122860153,1.2610122860153,0,0,0,5.3843483075985,3.39804481093637
Male_O_creaky_80Hz,Male,O,creaky,80,Original-IAIF,grid-search,14,0,3,0.99,0,1.21382710375196,0.206155100256449,-1,54.7742741228389,55.6090513106787,8.02667320869539,0,0.0753532989547882,0.0824625536881629,0.0824625536881629,0,0.04421768707483,0.0476190476190477,-0.0476190476190477,0.565809298765402,0.122187947467275,-0.122187947467275,0.0569630640165195,0.0596563294266089,-0.0596563294266089,2.01740759064826,2.30027593223338,-2.30027593223338,1.22119854994862,0.215678255564765,-0.215678255564765,-15.0411759944387,-25.6726137988549,10.6036288164256,10.6314378044162,-10.6314378044162,0,0,0,2.68617316340311,2.09292831381458
Male_O_normal_100Hz,Male,O,normal,100,Original-IAIF,grid-search,12,0,6,0.99,0,1.1399029941697,0.280271669212906,-2,64.0766511721096,62.2932451036908,6.05152413069679,0,0.102501573769128,0.101531901864714,0.101531901864714,0,0.143719806763285,0.136363636363636,-0.136363636363636,0.0335276340282478,0.0340033951332188,0.00109652902502688,0.0908689284866211,0.0914498757329747,-0.0914498757329747,2.59381906521514,2.63909773352445,-2.63909773352445,0.124309653841709,0.125054443914608,-0.125054443914608,-16.8872066730124,-27.3479721191109,10.4977391119368,10.4662810661455,-10.4662810661455,0,0,0,3.82591019109963,1.42389944664079
Male_O_normal_120Hz,Male,O,normal,120,Original-IAIF,grid-search,8,0,6,0.99,0,0.823337678493491,0.273923312505836,-1,58.9862012660722,62.3009407809073,4.98824783480815,0,0.0635527264875503,0.063747354183106,-0.063747354183106,0,0.105263157894737,0.105263157894737,-0.105263157894737,0.0430172925757914,0.0405832380433111,0.0405832380433111,0.0387508778876655,0.0388481461032137,-0.0388481461032137,0.928033334368304,0.942679498288291,-0.942679498288291,0.114891497801229,0.120253431983177,-0.120253431983177,-21.2991441367612,-28.0644758449807,6.75855231370465,6.76533170821952,-6.76533170821952,0,0,0,5.67539971554216,1.8092088935308
Male_O_normal_140Hz,Male,O,normal,140,Original-IAIF,grid-search,11,0,3,0.99,0,1.40340404876414,0.271289661147641,-1,65.2567349150193,64.5396443020769,5.98424279700321,0,0.124915133033813,0.125414636790266,0.125414636790266,0,0,0,0,0.0944791430252303,0.0742715040695572,-0.0742715040695572,0.0509730867665741,0.052058688652232,-0.052058688652232,1.06693853471223,1.09985041812804,-1.09985041812804,0.173576082356954,0.176989170805006,-0.176989170805006,-16.1079849138805,-26.0128250629911,9.82350004610361,9.90484014911057,-9.90484014911057,0,0,0,3.00498021479986,1.38765345087316
Male_O_normal_160Hz,Male,O,normal,160,Original-IAIF,grid-search,8,0,5,0.99,0,0.976292774864421,0.275685991992394,-1,65.4780101437239,60.770017531949,5.38648405432941,0,0.0207046644082084,0.0209076206865428,0.0209076206865428,0,0.0761904761904762,0.0666666666666667,-0.0666666666666667,0.00647490797243577,0.00381307170994916,-0.00381053408302989,0.0372536793394759,0.0371574549949606,-0.0371574549949606,0.704722771661712,0.702902508858937,-0.702902508858937,0.133988397128078,0.126780215972135,-0.126780215972135,-20.964526518506,-26.8895790400294,5.91909382428445,5.92505252152344,-5.92505252152344,0,0,0,4.73461412093848,1.06647162934254
